IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TON,Tonga,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.67,,,0.35,,1.3,0.67 [0.35 – 1.3],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.69,,,0.43,,1.01,0.69 [0.43 – 1.01],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GTM,Guatemala,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.69,,,0.59,,0.83,0.69 [0.59 – 0.83],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CAF,Central African Republic,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.72,,,0.46,,1.05,0.72 [0.46 – 1.05],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.73,,,0.59,,0.93,0.73 [0.59 – 0.93],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MDG,Madagascar,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.74,,,0.44,,1.08,0.74 [0.44 – 1.08],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.74,,,0.48,,1.21,0.74 [0.48 – 1.21],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.75,,,0.56,,1.22,0.75 [0.56 – 1.22],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.77,,,0.29,,1.26,0.77 [0.29 – 1.26],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ERI,Eritrea,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.77,,,0.49,,1.08,0.77 [0.49 – 1.08],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.8,,,0.55,,1.09,0.8 [0.55 – 1.09],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.81,,,0.66,,1,0.81 [0.66 – 1],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,KEN,Kenya,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.82,,,0.65,,1.06,0.82 [0.65 – 1.06],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.83,,,0.57,,1.11,0.83 [0.57 – 1.11],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.83,,,0.7,,1.12,0.83 [0.7 – 1.12],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.85,,,0.65,,1.32,0.85 [0.65 – 1.32],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,0.86,,,0.54,,1.37,0.86 [0.54 – 1.37],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.86,,,0.63,,1.33,0.86 [0.63 – 1.33],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,0.89,,,0.51,,1.4,0.89 [0.51 – 1.4],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.91,,,0.64,,1.2,0.91 [0.64 – 1.2],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,0.91,,,0.77,,1.07,0.91 [0.77 – 1.07],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,NER,Niger,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.95,,,0.33,,1.89,0.95 [0.33 – 1.89],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.95,,,0.58,,1.81,0.95 [0.58 – 1.81],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MOZ,Mozambique,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,0.96,,,0.66,,1.33,0.96 [0.66 – 1.33],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,false,Sex,Male,MLE,,,,,,,,,,0.99,,,0.46,,1.8,0.99 [0.46 – 1.8],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COM,Comoros,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1,,,0.41,,1.69,1 [0.41 – 1.69],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.01,,,0.3,,1.87,1.01 [0.3 – 1.87],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,BEN,Benin,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.01,,,0.71,,1.34,1.01 [0.71 – 1.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.01,,,0.76,,1.27,1.01 [0.76 – 1.27],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TGO,Togo,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.04,,,0.71,,1.43,1.04 [0.71 – 1.43],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.06,,,0.74,,1.41,1.06 [0.74 – 1.41],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,DZA,Algeria,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.06,,,0.89,,1.37,1.06 [0.89 – 1.37],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GMB,Gambia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.09,,,0.76,,1.28,1.09 [0.76 – 1.28],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.13,,,0.98,,1.34,1.13 [0.98 – 1.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SEN,Senegal,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.16,,,0.47,,2.15,1.16 [0.47 – 2.15],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,HTI,Haiti,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.16,,,0.94,,1.42,1.16 [0.94 – 1.42],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.17,,,0.73,,1.8,1.17 [0.73 – 1.8],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.18,,,0.6,,1.68,1.18 [0.6 – 1.68],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GIN,Guinea,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.19,,,0.59,,1.91,1.19 [0.59 – 1.91],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,GHA,Ghana,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.2,,,0.87,,1.59,1.2 [0.87 – 1.59],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.2,,,0.88,,1.56,1.2 [0.88 – 1.56],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.22,,,0.99,,1.55,1.22 [0.99 – 1.55],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,NAM,Namibia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.25,,,1.02,,1.58,1.25 [1.02 – 1.58],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.29,,,0.97,,1.72,1.29 [0.97 – 1.72],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MLI,Mali,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.32,,,0.75,,2,1.32 [0.75 – 2],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.37,,,0.83,,2.16,1.37 [0.83 – 2.16],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,TCD,Chad,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.41,,,0.86,,2.09,1.41 [0.86 – 2.09],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.42,,,1.22,,2.05,1.42 [1.22 – 2.05],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,HND,Honduras,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.45,,,1.13,,1.83,1.45 [1.13 – 1.83],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.46,,,1.06,,1.84,1.46 [1.06 – 1.84],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.52,,,1.19,,2.03,1.52 [1.19 – 2.03],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TJK,Tajikistan,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.54,,,1.31,,1.81,1.54 [1.31 – 1.81],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MWI,Malawi,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.56,,,1.09,,2.05,1.56 [1.09 – 2.05],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.56,,,1.1,,2.12,1.56 [1.1 – 2.12],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.56,,,1.1,,2.2,1.56 [1.1 – 2.2],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,SLV,El Salvador,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.61,,,1.31,,2.11,1.61 [1.31 – 2.11],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,GTM,Guatemala,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.62,,,1.4,,1.92,1.62 [1.4 – 1.92],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,LSO,Lesotho,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.64,,,1.25,,2.05,1.64 [1.25 – 2.05],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,JAM,Jamaica,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.65,,,1.3,,2.06,1.65 [1.3 – 2.06],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.69,,,1.33,,2.13,1.69 [1.33 – 2.13],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,ECU,Ecuador,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.69,,,1.38,,2.07,1.69 [1.38 – 2.07],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.7,,,1.21,,2.34,1.7 [1.21 – 2.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ZMB,Zambia,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.71,,,1.42,,2.08,1.71 [1.42 – 2.08],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,CRI,Costa Rica,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.72,,,1.35,,2.16,1.72 [1.35 – 2.16],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COM,Comoros,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.74,,,0.71,,2.92,1.74 [0.71 – 2.92],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CAF,Central African Republic,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.74,,,1.11,,2.5,1.74 [1.11 – 2.5],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.76,,,0.53,,3.22,1.76 [0.53 – 3.22],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.78,,,1.23,,2.14,1.78 [1.23 – 2.14],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.78,,,1.45,,2.18,1.78 [1.45 – 2.18],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ETH,Ethiopia,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.81,,,1.19,,2.59,1.81 [1.19 – 2.59],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.83,,,1.46,,2.28,1.83 [1.46 – 2.28],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.85,,,1.53,,2.32,1.85 [1.53 – 2.32],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.86,,,1.14,,2.3,1.86 [1.14 – 2.3],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,SEAR,South-East Asia,Country,IND,India,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.86,,,1.35,,2.34,1.86 [1.35 – 2.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,ISR,Israel,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.86,,,1.43,,2.33,1.86 [1.43 – 2.33],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,false,Sex,Male,MLE,,,,,,,,,,1.87,,,1.17,,2.89,1.87 [1.17 – 2.89],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,TUR,Turkey,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.88,,,1.29,,2.57,1.88 [1.29 – 2.57],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MUS,Mauritius,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.88,,,1.33,,2.17,1.88 [1.33 – 2.17],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.9,,,1.54,,2.34,1.9 [1.54 – 2.34],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,MDG,Madagascar,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.92,,,1.16,,2.76,1.92 [1.16 – 2.76],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2016,false,Sex,Female,FMLE,,,,,,,,,,1.94,,,1.56,,2.42,1.94 [1.56 – 2.42],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,1.98,,,1.23,,2.9,1.98 [1.23 – 2.9],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.08,,,8.37,,11.73,10.08 [8.37 – 11.73],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,EUR,Europe,Country,DNK,Denmark,Year,2016,false,Sex,Both sexes,BTSX,,,,,,,,,,10.29,,,8.71,,11.84,10.29 [8.71 – 11.84],,,EN,2021-09-19T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,false,Sex,Male,MLE,,,,,,,,,,10.31,,,8.37,,12.29,10.31 [8.37 – 12.29],,,EN,2021-09-19T22:00:00.000Z
